age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_delinquent_accounts,monthly_payment_capacity,last_audit_team_id,loan_defaulted
44,43143.3,3.4,7506.07,48,10.36,584,1,0,3403.6,16,0
30,50858.48,4.6,43253.23,36,12.87,466,4,0,2783.54,2,1
30,65906.14,2.7,24162.07,36,9.3,638,1,0,4720.45,9,0
22,22333.68,12.5,7641.86,60,9.57,654,2,0,1700.39,16,0
34,69800.47,2.8,10094.11,12,7.69,731,1,1,4940.08,7,0
41,15000.0,0.6,9804.55,36,10.84,579,5,1,929.75,9,0
31,48141.64,0.6,10814.87,36,9.87,618,1,0,3663.5,7,0
43,25216.09,1.9,16630.46,36,7.59,749,3,1,1583.34,12,0
59,49942.27,1.3,39411.97,24,10.5,616,4,1,2334.08,10,0
31,56036.56,11.1,11666.32,48,10.37,590,3,1,4371.75,14,0
37,27031.45,5.8,18236.01,24,7.08,749,2,0,1435.49,0,1
51,15000.0,2.1,12655.8,36,8.63,669,2,0,849.72,17,0
41,35822.4,8.2,33009.14,36,7.53,712,2,0,1957.96,8,1
38,38408.3,2.5,7216.52,36,5.65,827,3,0,2982.29,11,0
25,15000.0,0.8,8882.23,24,9.89,612,1,0,840.58,10,0
42,58007.72,10.0,13862.56,12,11.9,518,2,0,3602.95,14,0
21,95575.13,4.5,8850.28,36,5.58,797,0,0,7697.03,5,1
37,16605.25,6.1,44604.39,48,8.12,650,2,0,292.33,5,1
39,53823.45,7.6,25557.3,48,7.66,727,3,0,3865.43,4,0
33,59330.51,12.3,41362.68,48,11.17,546,4,0,3871.75,12,0
29,18174.76,1.8,5964.51,36,7.87,728,1,0,1328.02,10,0
44,58229.86,4.2,5009.44,48,10.32,632,5,0,4724.66,16,0
25,120922.82,0.1,12454.25,36,8.84,656,1,2,9681.79,6,0
37,63561.62,11.5,11233.36,48,8.8,663,5,0,5018.32,16,0
28,15000.0,3.7,2651.61,48,7.03,752,2,0,1186.47,7,0
35,55469.75,10.2,28322.98,60,10.23,593,1,0,4017.49,17,0
48,15919.09,1.0,18014.77,48,7.72,725,2,0,889.16,8,1
42,36552.43,13.8,6558.78,24,10.7,564,1,1,2741.26,2,1
60,61872.72,2.2,5935.94,36,9.98,610,3,0,4964.58,13,0
51,15000.0,4.6,21607.83,36,10.04,592,2,0,552.37,15,1
29,24906.69,1.2,7956.23,36,9.15,655,4,0,1822.0,14,0
42,51861.48,4.4,25457.32,36,6.4,811,1,1,3542.71,16,0
38,70793.08,8.2,14566.89,36,12.13,544,4,1,5414.69,8,1
51,18214.75,11.6,10697.27,36,11.07,593,6,0,1167.33,9,0
30,15000.0,9.7,26151.15,24,9.49,632,3,0,49.4,8,1
46,42648.62,1.0,10050.04,48,9.73,621,3,0,3300.46,17,0
44,39532.19,0.4,26270.35,24,6.03,796,3,1,2129.68,7,0
24,240531.55,7.3,4858.12,12,9.99,653,3,0,19617.21,16,0
28,43612.72,1.2,15127.18,36,10.68,548,2,1,3141.44,8,1
31,19211.37,6.3,36315.6,36,9.26,583,1,0,441.72,8,1
26,77911.63,0.7,8688.71,24,11.72,510,5,0,6084.76,8,1
53,77269.64,5.9,13274.09,48,7.46,721,5,0,6118.43,3,0
20,88480.63,0.2,10430.83,48,9.12,597,1,0,7113.22,15,1
37,133698.22,5.7,11053.26,12,7.81,759,4,1,10180.98,11,0
35,73291.21,2.4,31706.26,24,9.48,622,4,0,4652.12,13,0
18,68988.46,1.8,3801.95,24,11.37,531,3,0,5571.18,2,1
43,62483.73,0.1,4241.14,36,6.83,780,1,0,5076.35,11,0
46,41874.71,1.6,8921.95,24,7.0,770,1,1,3090.1,12,0
50,26373.21,3.9,8237.18,36,11.63,524,3,0,1925.63,5,1
26,20380.85,2.9,9471.9,48,13.65,425,2,0,1441.23,15,1
21,87479.16,2.2,6106.38,36,9.63,633,1,0,7093.95,4,0
50,116503.5,2.8,18188.62,48,6.6,734,4,0,9276.44,14,0
35,41680.82,1.8,8911.4,24,8.05,691,2,0,3070.16,17,0
30,37701.68,4.7,18582.25,36,8.06,641,4,0,2558.99,3,0
32,60129.16,5.2,55869.14,36,7.95,736,1,0,3261.32,17,0
21,15000.0,9.6,27785.09,36,8.43,661,4,0,373.79,16,0
34,15000.0,3.7,58480.72,48,9.27,634,0,0,-212.8,5,1
36,24696.08,1.3,9216.72,24,8.0,730,1,0,1641.16,6,0
37,50954.52,7.3,13291.21,48,9.15,615,3,0,3914.51,8,1
39,119645.64,5.5,69503.6,12,9.51,620,1,1,3875.83,7,0
41,40891.53,6.8,11118.18,12,8.98,622,3,0,2435.43,10,0
26,55004.69,3.1,36170.79,48,9.14,631,5,0,3681.21,17,0
18,41063.69,1.9,3477.35,36,11.22,549,4,0,3307.77,7,0
38,115630.99,6.8,5740.58,36,10.84,515,2,0,9448.41,8,1
38,71086.11,0.4,6088.56,48,13.13,427,2,0,5760.11,0,1
40,50581.22,1.6,21651.02,12,8.5,663,3,0,2326.7,14,0
46,15000.0,12.7,24067.9,36,9.84,606,2,0,475.2,12,0
31,72455.88,16.2,42244.21,60,8.27,713,3,0,5175.96,1,0
34,19619.43,1.1,18975.18,60,8.59,695,4,0,1244.82,4,0
23,15000.0,3.8,10978.24,48,9.82,637,4,0,972.51,13,0
28,15000.0,8.4,20188.53,48,7.46,753,2,0,762.24,9,0
18,15000.0,2.8,2484.36,24,8.7,701,1,0,1136.84,2,1
33,46930.79,1.7,5745.01,48,7.37,731,2,0,3772.34,12,0
31,19581.24,0.3,8306.86,24,9.38,672,2,0,1250.82,8,1
36,48156.87,2.6,18984.14,24,10.86,581,1,0,3129.5,17,0
34,35561.96,4.5,27260.42,48,8.37,675,3,0,2293.25,1,0
47,21604.19,6.1,18012.3,24,7.86,687,4,0,986.85,8,1
38,18846.24,1.5,5756.14,36,8.74,640,2,0,1388.17,9,0
53,34065.25,3.5,7035.35,48,11.59,491,2,0,2654.92,3,0
51,39743.23,4.2,25949.65,48,7.82,670,2,0,2680.62,5,1
49,23652.27,0.7,8755.2,24,5.99,850,4,0,1583.03,9,0
39,15000.0,4.2,6363.98,48,11.21,569,9,1,1084.87,16,0
49,26936.82,0.2,9142.94,36,6.93,723,3,0,1962.72,12,0
46,45297.34,5.0,34275.1,24,7.19,735,2,0,2237.24,3,0
57,36555.92,6.7,4987.17,36,6.3,800,2,0,2893.93,6,0
21,37753.59,0.5,11513.01,36,7.1,797,5,0,2790.12,2,1
33,27430.05,3.9,17111.81,48,10.83,548,6,0,1844.98,11,0
32,29876.98,17.2,15484.4,12,7.14,732,5,1,1148.93,10,0
40,24334.49,1.6,11382.01,48,7.5,723,4,1,1752.67,14,0
33,28340.67,8.3,2653.42,24,9.78,568,4,0,2239.55,8,1
41,34770.96,10.4,6021.51,24,9.47,617,2,0,2621.19,14,0
34,55668.21,11.7,20728.92,36,9.95,602,1,0,3970.64,6,0
40,130704.43,4.3,8297.87,36,7.23,723,2,0,10634.95,12,0
35,115984.15,0.7,18901.05,60,11.21,548,4,0,9252.41,3,0
31,17259.36,2.1,16889.49,24,6.65,757,1,0,684.77,3,0
47,59622.38,1.6,5104.52,24,6.86,780,3,1,4740.31,13,0
37,15000.0,8.9,3787.79,48,7.57,703,2,0,1158.29,11,0
41,15000.0,3.0,7416.97,48,11.3,498,2,0,1057.22,15,1
35,33656.73,9.8,73607.4,48,7.01,750,3,1,1041.77,9,0
39,15000.0,2.1,11293.98,48,9.28,653,3,0,967.44,12,0
22,50871.36,1.9,16846.24,36,6.27,817,1,2,3724.72,11,0
37,23782.93,6.2,13655.18,48,8.92,671,4,0,1642.62,15,1
43,65696.28,1.3,74971.86,12,9.78,614,4,1,-1108.86,7,0
41,16863.6,0.3,23027.41,36,9.78,590,3,0,664.65,0,1
31,15000.0,8.2,75826.56,48,9.51,569,2,2,-655.36,1,0
44,24039.76,1.0,32709.41,36,7.81,678,1,0,981.18,5,1
57,25271.26,9.0,14770.84,36,6.29,772,5,0,1654.64,4,0
27,52564.12,8.6,1551.6,24,12.16,483,6,0,4307.19,17,0
38,50501.4,0.6,8206.59,36,14.84,366,3,0,3924.61,15,1
18,49175.2,3.0,64136.58,24,9.66,582,1,0,1148.41,8,1
22,23720.48,2.7,7835.47,12,11.43,525,1,1,1282.62,5,1
30,23779.71,1.4,22116.24,36,9.93,595,1,1,1268.74,5,1
26,39336.9,3.4,3476.73,24,5.64,850,1,1,3124.55,7,0
44,32335.19,10.6,21544.53,48,10.97,512,3,0,2138.08,4,0
33,15000.0,25.8,7673.29,48,12.22,475,2,0,1047.1,5,1
45,20561.81,1.9,21712.89,48,6.18,784,1,0,1201.76,1,0
30,40531.27,4.8,5128.48,48,8.66,658,4,0,3250.81,11,0
36,51724.3,5.1,6500.12,36,5.55,810,3,1,4113.93,13,0
45,128973.95,2.3,31212.29,36,6.55,758,4,0,9790.49,16,0
36,28008.27,10.3,12850.96,36,10.38,591,3,0,1917.06,15,1
30,54260.94,1.7,5174.27,48,5.81,829,1,0,4400.68,12,0
28,50740.0,3.7,16244.41,36,9.29,621,0,0,3709.57,4,0
45,40032.88,9.6,8721.15,36,9.94,633,4,0,3054.91,13,0
27,25333.98,4.6,26612.4,36,9.54,650,5,0,1258.19,4,0
48,34225.64,6.2,26702.36,36,8.19,668,3,1,2013.04,7,0
33,20922.27,2.4,30250.37,12,10.75,603,4,0,-926.53,10,0
37,37428.5,25.9,15730.52,60,7.02,747,1,0,2807.41,7,0
24,51627.12,8.0,27549.8,24,7.29,745,5,0,3065.16,12,0
21,48300.28,1.1,46529.1,12,7.19,725,3,0,-5.06,1,0
18,49549.38,9.1,22808.49,12,8.66,630,2,0,2138.07,12,0
22,29704.16,5.1,29732.62,36,10.87,552,1,1,1503.77,2,1
21,67027.18,4.2,58586.53,12,10.85,576,3,0,411.72,11,0
36,19645.67,1.3,12274.19,36,5.63,806,5,1,1265.79,9,0
41,43972.42,2.9,16701.44,36,10.0,585,1,2,3125.46,10,0
48,49751.65,29.3,41810.65,24,8.68,670,5,1,2241.99,14,0
18,26208.38,3.3,8636.74,24,10.63,596,2,0,1782.97,8,1
32,42548.7,0.9,6916.76,12,7.37,731,6,1,2946.06,8,1
45,45953.44,1.3,32411.62,48,9.57,588,2,0,3014.09,1,0
50,15000.0,0.7,32052.03,48,10.57,609,4,1,428.28,15,1
18,197372.69,2.8,22205.67,12,5.76,765,5,1,14539.01,6,0
56,40150.26,18.1,10171.91,48,10.66,562,6,0,3084.63,6,0
38,19644.56,0.5,78589.13,24,8.05,683,5,0,-1919.12,5,1
25,34358.83,17.4,4946.67,48,7.55,737,3,0,2743.52,10,0
18,34189.93,0.8,13054.43,48,5.68,786,2,1,2544.49,13,0
29,63510.05,3.3,11859.11,36,8.97,657,5,0,4915.55,3,0
41,104967.07,4.1,73938.14,48,12.75,505,0,0,6772.84,0,1
46,49220.42,13.8,27256.27,48,10.51,588,4,0,3403.72,5,1
46,74554.59,3.5,15111.27,48,7.15,740,2,0,5849.97,11,0
25,37107.15,0.1,14265.16,12,8.53,669,2,0,1847.86,1,0
45,29109.66,2.0,10778.24,48,7.75,693,1,0,2163.94,16,0
24,35364.9,0.1,10304.3,48,7.35,690,5,0,2698.65,16,0
31,20251.08,4.2,7176.38,48,8.08,686,3,0,1512.12,9,0
43,25101.47,0.4,8384.65,24,8.69,682,0,0,1709.93,9,0
49,23696.16,9.9,48791.71,12,8.22,664,3,0,-2274.6,2,1
40,61949.25,1.5,26393.86,48,8.16,674,3,0,4516.1,12,0
18,80704.54,7.5,17054.46,36,8.41,708,6,0,6187.72,8,1
40,24654.91,14.2,40967.13,12,10.41,539,2,0,-1554.9,7,0
46,32663.77,1.3,17514.6,24,9.35,605,4,0,1919.02,14,0
42,28959.47,3.6,46756.08,48,12.32,526,4,0,1174.66,5,1
29,38437.44,12.9,9883.8,24,9.93,611,3,0,2747.35,14,0
33,47445.89,3.7,4662.35,60,7.74,735,1,2,3859.87,3,0
47,64002.62,2.6,8647.67,36,10.14,580,2,0,5053.95,1,0
37,31872.36,6.9,15072.68,60,11.21,542,3,0,2326.73,8,1
23,51626.09,2.4,22241.78,36,7.45,731,3,1,3610.83,10,0
42,15000.0,1.3,16155.96,36,9.45,650,0,1,732.85,5,1
43,33069.09,1.6,32544.52,24,8.76,666,5,0,1272.55,15,1
21,34567.48,6.8,14560.0,36,7.97,755,2,0,2424.57,13,0
28,37575.28,5.5,14072.77,36,11.48,530,1,0,2667.34,0,1
27,16400.74,4.0,5415.64,24,7.32,766,3,1,1123.47,14,0
32,133021.16,0.2,33127.65,36,11.43,535,5,0,9993.78,8,1
41,38863.32,5.4,6683.58,36,11.6,542,2,0,3017.89,4,0
29,43116.68,8.6,18339.95,24,11.04,550,2,0,2737.93,10,0
34,29427.65,4.5,12209.72,24,6.6,793,2,0,1907.85,17,0
22,25316.09,3.8,10580.67,12,9.13,598,2,1,1183.74,15,1
18,76849.2,0.4,15455.69,48,7.46,716,3,0,6030.69,14,0
47,36690.97,3.0,25587.89,36,9.06,669,2,0,2243.18,3,0
32,43248.37,4.3,12858.98,48,9.6,623,7,0,3280.36,7,0
31,25659.16,1.1,6087.62,48,6.83,724,4,0,1992.97,13,0
32,44840.62,5.1,17984.24,60,9.59,621,2,0,3358.22,11,0
58,56396.91,10.8,7270.32,60,8.01,730,2,0,4552.29,14,0
48,17325.31,2.2,14362.6,36,9.54,617,5,1,983.43,5,1
33,117544.95,0.4,6949.85,36,11.35,536,3,0,9566.73,9,0
33,44207.51,3.5,8358.69,24,6.89,734,1,2,3310.14,11,0
34,40938.7,0.4,23319.2,12,9.08,604,4,0,1371.39,6,0
27,29305.57,2.1,7663.82,48,11.37,536,6,0,2242.68,8,1
37,15000.0,5.7,2199.28,36,8.76,686,0,0,1180.31,12,0
43,31568.21,1.1,22680.76,48,10.44,524,3,0,2050.64,2,1
41,15000.0,1.5,14016.29,36,11.18,571,8,0,789.93,3,0
36,31635.16,1.2,5026.47,24,8.71,679,1,0,2407.3,10,0
29,40775.8,0.7,14231.73,48,7.13,773,5,1,3056.33,13,0
48,28702.9,0.8,12491.55,36,9.41,604,1,1,1992.29,6,0
27,27663.75,14.8,12518.62,12,9.34,660,1,0,1208.57,9,0
32,55429.55,2.4,13122.33,36,8.93,660,5,1,4202.27,4,0
26,27943.14,0.6,35664.93,36,10.96,517,3,0,1161.65,0,1
40,15000.0,8.6,2467.22,48,11.57,598,3,1,1185.55,13,0
29,26878.18,13.2,27983.54,36,7.76,727,3,1,1366.04,0,1
40,93388.8,2.5,10622.75,36,9.8,628,4,0,7440.63,13,0
32,26314.33,0.4,17643.36,24,6.67,787,4,0,1405.56,6,0
36,23357.85,7.8,16413.0,12,5.72,823,8,0,535.99,6,0
37,97908.03,4.7,4934.2,24,9.77,626,3,0,7931.84,10,0
51,16565.94,20.6,4511.11,24,5.97,792,3,1,1180.62,16,0
19,15000.0,0.4,12604.08,48,7.02,752,1,0,948.06,3,0
46,15000.0,2.3,9140.03,48,10.05,594,4,0,1017.97,7,0
39,23866.84,1.7,24296.9,24,10.32,590,3,1,864.13,16,0
60,40122.13,3.6,6982.45,48,7.46,715,3,0,3174.81,14,0
30,15000.0,1.8,30312.94,48,8.52,666,2,0,502.55,13,0
25,38243.19,0.5,32118.43,60,8.63,620,4,1,2525.96,9,0
24,45133.4,0.0,4393.69,24,4.76,837,2,0,3568.83,6,0
47,47731.13,1.0,3436.34,48,9.2,649,4,0,3891.75,6,0
28,29977.59,1.2,49034.15,48,9.01,671,3,1,1277.68,4,0
30,67114.38,0.7,4411.34,60,7.0,726,2,1,5505.51,9,0
34,41588.09,3.9,15394.27,60,11.01,569,5,0,3130.89,9,0
50,38918.35,13.3,14048.45,36,8.33,658,2,0,2800.83,3,0
39,24775.62,0.0,13619.23,24,7.74,702,4,0,1450.29,10,0
36,25850.54,3.0,14827.2,36,6.65,771,4,1,1698.76,4,0
25,33893.35,3.5,24843.0,48,11.8,511,2,0,2172.67,4,0
40,104224.56,2.7,22324.56,36,8.34,720,2,0,7982.3,4,0
31,42834.77,20.2,10323.79,48,11.38,498,1,1,3300.83,6,0
24,57414.32,7.5,19320.54,48,14.86,343,3,1,4248.19,2,1
36,25110.81,1.8,26369.26,24,6.99,728,5,0,912.07,0,1
32,15325.63,11.2,9013.68,36,8.72,657,3,0,991.68,12,0
36,15000.0,0.8,13043.27,36,9.31,642,1,0,833.34,6,0
34,15668.8,2.1,46704.58,48,11.26,572,1,1,92.72,6,0
26,15120.57,3.3,9087.32,36,7.47,665,4,0,977.5,4,0
33,29323.67,21.3,74668.94,48,8.83,649,4,0,591.52,16,0
49,71665.29,0.4,43523.3,36,9.04,655,3,1,4587.27,13,0
50,15000.0,5.8,9552.81,36,11.41,527,0,0,935.4,12,0
50,54855.61,12.0,9333.55,48,8.24,696,3,0,4342.39,14,0
54,15000.0,0.8,5005.38,24,9.43,599,3,1,1020.34,14,0
23,28048.76,4.1,7088.44,48,6.0,832,3,1,2170.92,0,1
31,32649.56,4.8,2883.4,48,11.35,541,3,0,2645.78,0,1
27,34788.56,1.7,14749.16,36,8.26,671,3,0,2435.09,7,0
55,71114.22,6.6,15039.34,48,8.12,655,4,0,5558.18,6,0
26,28227.9,8.7,3399.4,36,10.64,561,0,1,2241.61,12,0
41,33574.14,1.9,27185.4,36,9.32,637,2,0,1929.3,6,0
34,47713.13,1.2,3354.86,12,9.8,608,4,0,3681.46,11,0
43,15000.0,10.4,9823.04,12,6.09,782,4,0,404.16,3,0
41,83223.67,6.1,7852.47,36,11.76,515,0,0,6675.39,2,1
36,64016.96,3.7,57521.34,60,11.78,517,4,0,4061.6,14,0
51,36462.86,2.1,19791.97,12,10.94,529,1,0,1289.88,6,0
35,60219.23,6.6,4925.5,24,10.71,589,3,1,4789.37,15,1
42,84618.48,1.9,14635.82,48,6.28,762,3,0,6705.94,1,0
26,19678.33,0.4,6844.86,36,8.39,701,2,0,1424.13,7,0
18,54861.04,0.1,9778.02,24,11.98,522,1,0,4111.56,2,1
31,29870.48,10.0,7976.93,36,11.9,488,4,0,2224.64,13,0
32,52260.86,2.7,6262.98,48,10.86,529,2,0,4193.63,12,0
36,64396.83,6.0,21888.65,24,10.65,549,3,2,4349.77,3,0
53,161061.68,1.0,7907.67,12,9.64,641,2,0,12727.92,4,0
57,15000.0,3.6,12020.57,24,9.47,651,4,0,698.25,14,0
39,34318.13,2.2,9317.3,12,13.07,504,4,0,2027.34,2,1
47,17626.35,1.5,11067.39,48,12.59,442,1,1,1174.2,4,0
34,49573.63,3.0,3563.9,60,9.91,647,1,0,4055.57,2,1
25,112347.41,32.1,17340.79,48,7.46,727,3,0,8943.33,16,0
37,282440.79,4.0,15692.42,48,10.52,537,4,0,23134.8,11,0
25,86279.17,0.2,9050.22,24,10.87,558,4,1,6768.67,2,1
30,44628.07,1.3,29224.81,48,12.31,503,5,0,2944.95,17,0
23,24303.39,7.1,5216.77,36,7.33,696,14,0,1863.42,3,0
18,38551.13,5.6,2770.63,36,10.55,570,3,0,3122.48,8,1
48,15000.0,7.6,11145.03,48,6.63,730,3,2,985.03,3,0
37,75438.29,10.0,33462.24,48,10.62,578,3,1,5427.84,11,0
18,24485.67,1.9,8677.24,48,10.38,577,2,0,1818.81,0,1
20,119243.28,1.4,16107.3,60,7.38,748,2,0,9615.1,12,0
35,64500.31,6.7,13898.42,24,9.92,605,1,1,4734.2,3,0
40,32365.23,0.3,11461.96,24,8.72,725,2,0,2174.94,7,0
26,37574.0,11.6,3919.21,48,9.11,604,2,1,3033.43,10,0
52,15000.0,2.6,9415.31,60,8.56,659,2,0,1056.56,10,0
40,18846.07,0.2,7321.32,36,9.74,653,4,1,1335.16,4,0
39,39872.8,0.3,36120.07,48,7.89,707,4,0,2442.8,7,0
33,26569.55,2.7,19713.43,48,9.93,599,3,0,1714.81,2,1
42,35692.12,5.4,23067.11,48,8.47,638,2,1,2406.1,7,0
28,99811.67,8.4,58967.91,48,7.43,757,6,0,6893.79,16,0
46,73597.95,4.5,19412.02,24,7.4,693,2,0,5260.51,3,0
30,62557.74,5.6,9809.65,48,7.65,689,0,0,4975.27,1,0
56,64787.13,1.2,42147.34,36,7.06,739,3,1,4096.38,17,0
35,28348.98,1.0,45078.9,36,8.89,652,3,0,931.23,4,0
39,120404.89,5.4,7639.81,48,11.95,503,3,0,9832.74,6,0
36,15000.0,0.3,14877.73,60,7.37,751,3,1,952.8,6,0
30,23403.39,2.2,7201.82,36,9.04,710,4,1,1721.13,4,0
35,90196.14,7.1,16745.17,48,6.9,743,2,0,7116.14,1,0
51,42533.68,1.7,15468.97,48,6.7,751,3,0,3176.2,17,0
35,38112.69,7.5,10889.43,12,4.47,850,3,0,2246.48,11,0
30,52376.43,0.6,54770.17,24,8.42,686,6,2,1877.09,4,0
31,20300.12,12.2,8635.15,48,7.11,730,1,0,1484.46,8,1
25,141564.24,0.3,14785.41,12,9.85,595,5,0,10498.18,14,0
37,25643.96,1.5,13696.06,60,10.78,559,2,0,1840.71,5,1
32,44472.03,2.9,43694.35,24,6.36,735,3,0,1762.35,9,0
29,27969.19,0.9,13469.11,36,8.03,677,2,1,1908.51,5,1
25,15000.0,0.9,44095.85,48,7.24,729,4,0,189.15,9,0
38,94534.74,5.0,8487.7,12,9.68,637,1,0,7132.95,17,0
18,39022.1,22.3,11142.33,12,7.0,711,4,0,2287.73,11,0
18,62020.47,7.9,18395.06,48,6.36,793,1,0,4733.32,3,0
38,29301.23,2.4,8837.05,48,9.94,573,5,0,2217.89,5,1
25,142393.6,1.0,7902.12,36,6.54,772,2,0,11623.8,4,0
31,25801.41,19.2,18361.63,48,6.07,791,3,1,1718.3,3,0
27,52777.7,1.9,2481.56,12,8.7,665,1,0,4181.47,1,0
32,53133.23,9.3,36298.62,60,9.31,632,3,0,3668.8,14,0
32,56239.38,7.1,9085.83,36,10.09,586,5,1,4393.06,10,0
18,35256.75,1.7,38902.58,36,12.94,481,0,2,1628.41,15,1
18,23255.31,2.7,13453.82,60,8.19,690,1,0,1663.92,0,1
48,37621.45,2.6,80619.71,60,6.48,758,5,0,1558.46,0,1
39,16388.17,17.9,19837.3,12,12.6,478,1,2,-402.41,5,1
18,62881.0,2.0,3687.64,24,8.48,704,5,1,5072.49,2,1
28,86371.81,0.7,26590.0,48,11.67,533,5,0,6501.74,3,0
28,23738.98,6.4,11257.92,36,10.87,557,2,0,1610.37,15,1
44,53803.91,2.3,30167.04,48,7.17,733,1,0,3758.89,12,0
37,164398.91,0.8,12490.81,48,7.68,697,5,0,13396.84,16,0
24,24532.47,6.1,9430.88,36,10.58,592,1,0,1737.49,15,1
21,55993.42,8.5,16558.87,24,7.51,710,2,1,3920.9,15,1
37,33686.66,3.0,2892.6,48,7.5,727,3,1,2737.28,3,0
46,20392.12,0.7,23400.82,36,8.54,678,3,0,960.2,4,0
39,15000.0,2.7,51427.7,24,10.13,636,2,1,-1126.21,15,1
35,25200.8,7.6,1030.01,36,11.15,544,3,1,2066.27,15,1
31,51513.04,4.2,10900.07,36,6.76,765,3,0,3957.39,7,0
18,56817.5,0.2,12077.01,24,6.81,766,1,0,4195.11,10,0
32,22888.76,4.7,24298.09,36,5.98,808,3,1,1168.42,11,0
46,30711.16,1.0,10407.64,48,10.21,575,3,1,2294.25,9,0
26,20076.32,8.2,16644.65,24,10.76,562,4,0,899.11,0,1
32,30660.41,4.3,6038.48,12,8.35,683,2,1,2028.78,10,0
32,33937.48,20.5,13951.09,24,10.18,604,3,0,2183.19,3,0
18,58602.51,2.5,12837.18,36,6.57,762,4,1,4489.69,12,0
36,58682.15,5.7,20993.67,36,9.81,589,3,1,4214.64,10,0
32,15000.0,3.1,27212.68,60,7.87,699,4,0,699.92,4,0
42,28256.75,2.2,33779.13,48,8.22,692,2,0,1526.59,11,0
34,15000.0,4.1,13853.34,24,10.05,616,6,0,610.42,15,1
21,31629.69,0.2,13211.21,36,6.39,739,4,0,2231.56,5,1
42,15000.0,0.9,18251.25,24,8.61,692,4,1,419.46,16,0
35,15000.0,8.8,1522.21,48,9.68,625,4,0,1211.63,6,0
25,49998.06,15.3,10675.06,36,6.06,724,2,0,3841.46,2,1
30,15881.39,0.0,27313.69,48,9.16,660,4,0,641.67,1,0
27,20685.55,3.9,9459.39,12,9.66,636,5,0,893.66,11,0
51,25482.25,2.5,13841.89,48,5.55,829,2,1,1801.29,11,0
27,16957.18,2.4,7829.91,36,10.58,553,3,1,1158.31,14,0
20,94499.55,3.6,17584.33,24,8.07,705,2,0,7079.11,2,1
47,33117.26,28.2,24945.15,36,9.72,591,3,0,1958.14,8,1
41,20275.63,0.9,4144.52,36,9.02,635,6,1,1557.8,17,0
28,47766.79,7.7,17931.62,36,10.6,603,4,1,3396.9,6,0
44,15000.0,13.8,11951.76,36,11.58,512,3,0,855.42,3,0
38,22515.19,2.0,2726.91,24,9.72,621,5,0,1750.78,9,0
51,25204.13,11.0,7762.73,48,9.02,583,3,0,1907.1,15,1
37,15586.92,4.8,35666.5,48,8.67,655,4,0,416.93,9,0
36,25293.52,5.4,9383.39,48,6.32,790,4,0,1886.05,7,0
32,50483.41,1.3,23975.74,12,12.37,489,3,0,2072.58,17,0
41,21680.51,7.1,27963.9,48,9.67,632,3,1,1101.9,0,1
29,42106.88,0.7,4117.51,36,7.62,722,4,0,3380.6,9,0
25,24905.22,0.3,3527.27,48,9.18,637,0,0,1987.36,3,0
37,58186.01,5.2,5312.47,12,10.98,535,3,0,4379.36,13,0
46,18554.2,0.1,13548.71,48,10.16,620,7,0,1201.51,5,1
29,104602.84,2.5,3737.96,36,7.84,694,1,0,8600.04,16,0
38,39033.76,3.1,78384.72,60,9.53,622,0,1,1605.44,8,1
27,30746.46,2.0,18032.32,24,8.71,685,2,0,1740.8,3,0
32,58594.16,8.6,37318.43,36,11.76,506,3,0,3647.61,3,0
51,41508.21,5.0,20303.29,36,5.74,787,3,0,2843.74,17,0
40,18145.25,0.2,10297.12,24,5.36,850,1,0,1058.69,1,0
37,41468.6,3.4,12902.55,60,6.92,747,7,0,3200.72,1,0
36,18787.11,0.7,11941.89,48,7.78,700,3,1,1275.29,12,0
33,109365.86,8.6,4865.49,36,5.19,850,1,0,8967.58,13,0
57,54895.64,3.4,11575.57,60,9.59,590,2,0,4331.02,2,1
44,27670.22,11.7,7569.05,48,11.4,552,4,0,2108.75,6,0
27,16039.7,10.4,39565.5,24,9.55,604,5,0,-480.9,3,0
30,43994.82,1.2,25552.37,24,9.27,606,2,0,2495.71,13,0
31,29166.82,0.4,9116.18,12,8.61,663,5,0,1634.99,10,0
22,41224.11,1.8,18093.86,48,11.98,504,2,0,2959.04,16,0
32,62146.91,6.1,10872.01,60,10.2,610,1,0,4946.84,0,1
31,34036.22,1.1,20499.76,24,8.85,665,5,1,1901.24,1,0
30,55013.6,0.6,16991.7,24,10.46,593,4,1,3796.77,3,0
28,66228.18,1.9,27137.52,24,9.92,589,1,1,4267.76,1,0
33,43118.36,5.3,19202.22,36,7.23,738,3,0,2998.27,6,0
18,44266.33,1.0,5031.19,24,10.66,600,8,0,3455.16,3,0
39,52027.44,2.9,14372.28,48,9.93,590,1,0,3971.58,13,0
20,72623.43,12.8,4955.9,48,7.63,679,3,0,5931.82,3,0
44,43441.09,11.4,10410.41,60,6.17,783,4,0,3418.0,3,0
34,28204.56,0.2,24601.5,12,10.29,624,1,1,184.2,11,0
23,94323.17,2.5,3584.66,60,13.44,490,5,0,7777.89,2,1
18,23507.34,0.4,4777.91,48,10.44,585,4,0,1836.75,0,1
48,20045.64,24.4,9171.6,48,7.45,718,3,0,1448.92,13,0
41,41285.61,2.2,66827.03,36,11.58,582,1,0,1234.24,15,1
54,21392.96,0.3,6451.06,24,9.19,677,3,0,1487.47,16,0
